date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-02-20,1.6,0.3,2.8,,,82,13.7,,1024.7,
2018-02-21,1.2,0,2.6,,,333,5.3,,1027.4,
2018-02-22,-0.5,-2.4,0.8,,,76,11.5,,1028.8,
2018-02-23,-0.8,-4.9,1.4,,,39,11.4,,1029.6,
2018-02-24,-2,-3.6,-0.5,,,60,17.9,,1035.3,
2018-02-25,-3.9,-6.2,-2,,,45,21.1,,1036.4,
2018-02-26,-3.7,-6.7,-1.1,,,26,26.2,,1033.7,
2018-02-27,-5.7,-8,-4.2,,,48,35.5,,1029.3,
2018-02-28,-7.4,-9.1,-5.5,,,55,35.9,,1033.9,
2018-03-01,-5.1,-7.6,-3,,,53,29.5,,1026.1,
2018-03-02,-3.5,-4.8,-2.3,,,66,20,,1013,
2018-03-03,-2.2,-3.1,-0.8,,,74,19,,1009.8,
2018-03-04,-1.8,-2.5,-0.6,,,110,22.6,,1007.5,
2018-03-05,-0.2,-1,1.3,,,117,25.1,,999.7,
2018-03-06,2.1,-0.1,4.6,,,110,11.4,,997.5,
2018-03-07,0.6,-0.4,2.2,,,41,14.2,,996.7,
2018-03-08,0.5,-0.1,1.6,,,233,11.1,,997.8,
2018-03-09,0.6,-1.5,2.1,,,274,16.1,,1000.5,
2018-03-10,-0.3,-1.1,1,,,66,11.8,,1007.5,
2018-03-11,2.1,0.3,3.7,,,78,13.2,,1001.1,
2018-03-12,3.6,1.9,5.1,,,24,7.2,,993.2,
2018-03-13,3.4,2,5.2,,,305,12.5,,995.5,
2018-03-14,1.8,0.8,2.5,,,32,13.5,,1011.4,
2018-03-15,0.3,-0.3,1,,,87,28.8,,1016.2,
2018-03-16,-2.2,-4.2,-0.5,,,66,34.1,,1019.6,
2018-03-17,-3.3,-5,-1.4,,,58,33.9,,1025.1,
2018-03-18,-1.8,-4.2,1.5,,,62,19,,1025.6,
2018-03-19,-0.6,-5.3,3.7,,,226,10.3,,1016.9,
2018-03-20,1.1,-1.1,4.4,,,344,21.2,,1017.4,
2018-03-21,1.1,-5,6,,,254,15,,1021.4,
2018-03-22,1.5,0.1,2.6,,,328,13.6,,1008.7,
2018-03-23,1,-0.1,1.8,,,186,10.3,,1007.8,
2018-03-24,2,1.1,3,,,160,16.9,,1006.3,
2018-03-25,,,,,,,,,,
2018-03-26,3.9,1.5,6.3,,,333,6.5,,1012.2,
2018-03-27,1.3,-0.9,2.9,,,113,18.1,,1015.1,
2018-03-28,-0.5,-2,0.9,,,93,32.9,,1012.3,
2018-03-29,0.6,0,1.2,,,57,33.3,,1004.4,
2018-03-30,1,-0.7,3,,,43,15.7,,1009.8,
2018-03-31,1,-0.6,2.5,,,72,19.2,,1007.9,
2018-04-01,1.8,0.7,2.8,,,355,24,,1003.8,
2018-04-02,2.6,-0.9,6.6,,,285,13.4,,1007.2,
2018-04-03,2.6,0.4,4,,,111,15.4,,1003.4,
2018-04-04,8.6,4.6,13.9,,,172,18.5,,1001.5,
2018-04-05,6.6,4.3,9.2,,,209,20.8,,1002,
2018-04-06,5.8,2.5,10.1,,,271,24.3,,1019.2,
2018-04-07,6.3,3.3,9.7,,,132,22.4,,1019.3,
2018-04-08,10.1,6.6,14.7,,,142,15,,1011.3,
2018-04-09,10.1,6,17.4,,,156,12,,1008,
2018-04-10,7.8,5.2,11.7,,,50,22.4,,1014.1,
2018-04-11,,,,,,,,,,
2018-04-12,7.8,4,11.7,,,62,27.9,,1015.2,
2018-04-13,9.9,7.2,12.9,,,76,31.3,,1012.6,
2018-04-14,8.7,5.8,12.9,,,112,16.2,,1014.3,
2018-04-15,6.9,4.8,9.1,,,193,10.7,,1015.6,
2018-04-16,8.7,4.3,13.5,,,352,7.9,,1015,
2018-04-17,10.2,7.3,14.8,,,240,11,,1023.4,
2018-04-18,13.5,6.4,20.5,,,245,14.5,,1029.7,
2018-04-19,12.9,7.7,17.3,,,197,7.4,,1031.4,
2018-04-20,13.4,8.1,20.3,,,178,14.5,,1022.2,
2018-04-21,13.3,9.3,16.6,,,300,20.7,,1018.4,
2018-04-22,9.2,3.7,13.2,,,156,8.9,,1016.6,
2018-04-23,12,8.5,17,,,226,22.4,,1008.5,
2018-04-24,10.2,7.7,13.9,,,237,26.9,,1008.1,
2018-04-25,8.5,6.3,12.6,,,270,18,,1004,
2018-04-26,,,,,,,,,,
2018-04-27,9.8,7.1,13.7,,,219,20.9,,1011.9,
2018-04-28,10.2,7.9,13.8,,,122,10.4,,1011.4,
2018-04-29,10.4,6.4,13.6,,,341,12.5,,1012,
2018-04-30,10.8,7.9,15.9,,,82,21.9,,1004,
2018-05-01,8.3,7.3,10.3,,,175,25.4,,1003.7,
2018-05-02,9.2,5.6,11.8,,,188,18.4,,1014.5,
2018-05-03,10.1,5.8,13.4,,,246,14.8,,1014.5,
2018-05-04,9,2.3,13.1,,,290,9.6,,1024.6,
2018-05-05,10.7,4.4,15.1,,,209,7.2,,1029,
2018-05-06,13,6.4,17.6,,,202,7.7,,1028.5,
2018-05-07,13.5,8.5,18.5,,,168,8.4,,1025,
2018-05-08,15.3,8.5,20.7,,,111,9.8,,1019.3,
2018-05-09,16.3,10.8,22.1,,,89,11.4,,1014.2,
2018-05-10,16.3,10,21.6,,,103,15.7,,1010.4,
2018-05-11,14,11.2,16.2,,,341,13.3,,1018,
2018-05-12,13.3,10,17.4,,,1,7.3,,1020.2,
2018-05-13,15.9,10,23.1,,,72,12.5,,1018.3,
2018-05-14,17.1,11.8,23.7,,,5,10.9,,1018.9,
2018-05-15,17.1,11.9,22.4,,,7,13.1,,1018.7,
2018-05-16,19.2,12.8,24.7,,,357,13.4,,1014.5,
2018-05-17,18,14.9,22.4,,,337,12.3,,1013.5,
2018-05-18,14.2,10.8,16.9,,,168,10.3,,1017.9,
2018-05-19,13.9,11,16.8,,,168,14.4,,1023.7,
2018-05-20,14.5,9.9,20.4,,,173,8.3,,1027.9,
2018-05-21,15,9.2,20.3,,,90,12.9,,1026.1,
2018-05-22,15.5,11,20.9,,,96,9.8,,1019.3,
2018-05-23,17.2,8.4,23.2,,,303,10.2,,1023.8,
2018-05-24,17.6,12.9,22.2,,,104,9.1,,1028.1,
2018-05-25,17.3,12.7,22.2,,,62,9.7,,1026.4,
2018-05-26,17.6,15.1,21.2,,,18,11.7,,1025.5,
2018-05-27,17.3,14.1,21.2,,,61,15.6,,1025.2,
2018-05-28,17.7,14.1,23.6,,,66,15,,,
2018-05-29,21,15,27.5,,,82,13.1,,1020.8,
2018-05-30,21.8,15.8,28.3,,,76,17,,1018.8,
2018-05-31,20.1,16.6,25,,,72,18.6,,1019.9,
2018-06-01,19.6,13.4,26.5,,,32,10.9,,1017.9,
2018-06-02,21,15.4,26.7,,,152,7.3,,1015.4,
2018-06-03,22.4,15.6,27.5,,,254,12.4,,1015.3,
2018-06-04,20.7,16.5,26,,,274,19.1,,1010.2,
2018-06-05,18.5,14.9,22.3,,,350,13.8,,1013.4,
2018-06-06,16.6,13.6,19,,,155,19.1,,1020.1,
2018-06-07,18.1,14.4,21.7,,,153,14.3,,1019.6,
2018-06-08,19.7,14.6,24.5,,,129,11.3,,1016,
2018-06-09,20.2,15.8,24.7,,,115,8.6,,1015.5,
2018-06-10,19.7,15.1,25.2,,,23,9.2,,1011.1,
2018-06-11,17,15.4,19.9,,,271,22.6,,1008.6,
2018-06-12,16.9,14.1,19.3,,,281,14.4,,1007.4,
2018-06-13,17.4,14.2,21.4,,,272,15.3,,1009,
2018-06-14,16.3,12.7,19.9,,,219,19.5,,1012.6,
2018-06-15,17.4,13.5,21.6,,,268,12.3,,1015.6,
2018-06-16,17.3,13.1,20.2,,,,13.8,,1017,
2018-06-17,17.7,14.6,21.7,,,202,17.6,,1013.6,
2018-06-18,16.9,13.1,20.4,,,231,19,,1016.8,
2018-06-19,18.1,15.1,21.8,,,257,26.3,,1016.6,
2018-06-20,17.8,12.1,24.1,,,234,22.8,,1017.3,
2018-06-21,15.3,12.6,18.2,,,268,27,,1008.2,
2018-06-22,14.1,9.8,18.3,,,273,21.6,,1011.1,
2018-06-23,15.2,10.9,19.9,,,295,18.1,,1014.8,
2018-06-24,16.1,9.6,20.3,,,288,9.9,,1016.2,
2018-06-25,18.2,12.8,22.5,,,318,8.5,,1018,
2018-06-26,19,13.7,24.6,,,30,12.2,,1023.3,
2018-06-27,18.3,15.6,21.5,,,165,11.5,,1027.9,
2018-06-28,20.5,13.5,25.4,,,326,8.9,,1024.9,
2018-06-29,19.1,16.2,22.9,,,265,16,,1018.4,
2018-06-30,18.4,14.8,22.4,,,97,13.3,,1021.3,
2018-07-01,17.9,15.1,22.2,,,122,15.8,,1023.2,
2018-07-02,18.6,13,22.7,,,326,19.3,,1018.1,
2018-07-03,21.2,15.6,25.8,,,303,11.8,,1015,
2018-07-04,20.2,15.4,24.8,,,266,12.5,,1013.2,
2018-07-05,17.2,15.4,19,,,267,14.3,,1010.6,
2018-07-06,18.6,15.3,23.3,,,277,17.4,,1012.1,
2018-07-07,18.5,12.2,23.5,,,295,13.5,,1015.9,
2018-07-08,20.5,18.2,24,,,171,11.7,,1019.2,
2018-07-09,17.6,13.1,21,,,260,16.9,,1015.2,
2018-07-10,16.9,13.9,19.5,,,210,8.7,,1017.2,
2018-07-11,20.6,17.1,24.8,,,38,13.8,,1017.3,
2018-07-12,21,16.2,26.2,,,37,8.5,,1015.1,
2018-07-13,23,18.8,27.8,,,351,12.5,,1015.5,
2018-07-14,18.5,15.5,20.8,,,298,16,,1017.7,
2018-07-15,18.7,14.5,21.6,,,336,13.8,,1017.2,
2018-07-16,22.2,17.1,27,,,351,14.4,,1015.3,
2018-07-17,21.5,19.1,23.6,,,336,9.6,,1013.1,
2018-07-18,22,18.5,25.1,,,333,16.2,,1013.6,
2018-07-19,21.3,18.1,25,,,325,17.3,,1016.2,
2018-07-20,20.2,15.5,24.7,,,309,13.9,,1014.2,
2018-07-21,20.6,15,24.5,,,318,10.1,25.9,1012.6,
2018-07-22,20.9,15.2,24.7,,,164,8,29.6,1012,
2018-07-23,21.7,17.3,25.7,,,322,9.3,31.5,1014.6,
2018-07-24,23,17.9,27.1,,,152,8.6,25.9,1015.4,
2018-07-25,25.5,19.3,30.5,,,10,9.5,27.8,1016.1,
2018-07-26,25.4,22,29.7,,,352,20.5,35.2,1018.9,
2018-07-27,24.9,20.2,29.6,,,76,13.3,31.5,1019.4,
2018-07-28,24.1,20.5,28,,,106,16.3,33.3,1012.1,
2018-07-29,22.2,19,25.8,,,236,11.3,29.6,1014.1,
2018-07-30,23.5,18.9,27.8,,,145,13.7,31.5,1017.5,
2018-07-31,25,21.9,28.3,,,137,15.2,37,1018,
2018-08-01,22.9,21.4,24.9,,,357,11.6,33.3,1019.9,
2018-08-02,22.5,16.3,26.5,,,349,10.7,33.3,1022.7,
2018-08-03,23,15.7,29.4,,,261,10.1,29.6,1021.6,
2018-08-04,23.1,19.6,26.4,,,294,13.2,35.2,1017.3,
2018-08-05,20.5,18.5,22.6,,,292,24.4,48.2,1016.9,
2018-08-06,20.3,14.9,24.5,,,262,14.7,35.2,1016.6,
2018-08-07,23.5,18.9,28.2,,,149,14.2,35.2,1013.6,
2018-08-08,25,22.3,29.6,,,153,20.2,40.8,1009.4,
2018-08-09,22.4,17.3,25.3,,,202,14.5,31.5,1014.4,
2018-08-10,20.7,17.6,23,,,224,29.7,51.8,1013.4,
2018-08-11,17.6,13.4,21.1,,,211,21.8,51.8,1015.2,
2018-08-12,15.4,12.8,20.8,,,249,17.9,40.8,1014.2,
2018-08-13,18.2,13.9,21,,,148,15.1,31.5,1009.1,
2018-08-14,19.6,17.5,22.7,,,239,15.7,35.2,1006.4,
2018-08-15,19.5,16.9,22.5,,,252,14.7,27.8,1014.4,
2018-08-16,20.6,17,23.4,,,174,16.5,38.9,1016.2,
2018-08-17,18.9,15.5,24,,,275,7.6,29.6,1015.7,
2018-08-18,17.8,12.1,21.5,,,239,16.9,38.9,1018.9,
2018-08-19,19.5,17.7,21.7,,,229,18.1,37,1017.4,
2018-08-20,19.1,15.7,20.6,,,262,22.5,44.5,1013.1,
2018-08-21,16.9,12.3,20.7,,,285,11.2,27.8,1020,
2018-08-22,18.9,15.7,21.1,,,154,19,37,1019.4,
2018-08-23,20.8,17.3,23.8,,,183,15.3,33.3,1011.1,
2018-08-24,17.6,15.5,19.4,,,232,19.2,40.8,1005.3,
2018-08-25,14.3,11.6,17.8,,,227,15.9,35.2,1006.5,
2018-08-26,14.9,11.3,18.5,,,246,18,37,1010.7,
2018-08-27,15.8,14.2,17.8,,,190,23.7,48.2,1008.8,
2018-08-28,16.4,13.3,18.7,,,249,14.8,31.5,1015.8,
2018-08-29,17.7,15.4,19.9,,,151,11.5,31.5,1018,
2018-08-30,16.8,16,17.6,,,38,14,37,1013.8,
2018-08-31,16.5,14.4,18.4,,,327,14.5,38.9,1017.2,
2018-09-01,15.9,12.1,18.9,,,318,13.3,29.6,1024.1,
2018-09-02,17.1,14.2,20.1,,,2,8.7,22.2,1028.6,
2018-09-03,17.7,14.9,20.9,,,70,13.6,27.8,1024.3,
2018-09-04,17.2,14.3,20.1,,,24,10.2,22.2,1020.3,
2018-09-05,18.2,14.1,22.4,,,354,6.3,18.5,1020.7,
2018-09-06,18.1,15.8,20.7,,,112,12.6,29.6,1017,
2018-09-07,17.9,14.3,20.1,,,128,20.7,35.2,1011.2,
2018-09-08,14.7,10.7,18.2,,,210,18.5,40.8,1015.8,
2018-09-09,17,14.8,19.6,,,184,16,37,1019.9,
2018-09-10,18,15.2,20.3,,,212,16.2,33.3,1018.5,
2018-09-11,15.5,14.4,17.2,,,221,21,46.3,1015.1,
2018-09-12,14.3,12.2,15.9,,,254,20.9,42.6,1016.3,
2018-09-13,13.8,8.1,17.8,,,239,14.8,31.5,1020,
2018-09-14,14.9,11.2,18,,,228,16.8,37,1018.1,
2018-09-15,14.4,11,16.6,,,249,19.2,38.9,1017,
2018-09-16,13,7,17.1,,,223,14.6,35.2,1020.8,
2018-09-17,17.3,15,20,,,225,15.9,33.3,1016.5,
2018-09-18,18.6,15,22,,,177,17.4,37,1012.9,
2018-09-19,17.8,14.8,21.2,,,207,16.6,35.2,1013.9,
2018-09-20,18.6,16.7,20.7,,,218,19.6,37,1012.6,
2018-09-21,16.9,12,22.6,,,200,27.8,57.4,1001.8,
2018-09-22,12.3,10,15,,,249,32.1,68.5,1007.7,
2018-09-23,11.6,9,15,,,268,21.6,46.3,1008.4,
2018-09-24,9.4,7,12,,,294,18.4,48.2,1018.2,
2018-09-25,10.1,6,13,,,277,16.2,35.2,1032.3,
2018-09-26,13.5,11,15.8,,,243,34.1,70.4,1023.4,
2018-09-27,15.7,13.2,18.4,,,252,27.3,48.2,1018.8,
2018-09-28,11.5,7.3,13.7,,,297,24.2,55.5,1019.3,
2018-09-29,9.8,4.3,13,,,246,16.4,37,1024.7,
2018-09-30,12.4,10.9,14.2,,,227,22.1,42.6,1014.4,
2018-10-01,9.8,6.2,13.5,,,268,12.6,37,1010.3,
2018-10-02,8.9,6.4,11.1,,,246,26.7,63,1005.4,
2018-10-03,10.4,8.2,12.3,,,291,27.8,64.8,1009.4,
2018-10-04,10.4,5.5,14.3,,,238,14.7,31.5,1020.5,
2018-10-05,13.8,13,15,,,218,20.1,37,1017.5,
2018-10-06,11.9,8.7,14.2,,,329,9.5,25.9,1010.2,
2018-10-07,9.8,7.8,12.8,,,328,18.2,40.8,1015.4,
2018-10-08,11,7.8,13.1,,,208,21.2,40.8,1020.1,
2018-10-09,13.1,11.5,16.1,,,210,19.8,37,1019.4,
2018-10-10,12.9,7.8,17.3,,,167,9.1,27.8,1023.5,
2018-10-11,15,13,17.4,,,115,20.5,44.5,1020.6,
2018-10-12,14.4,13.3,15.8,,,147,19,37,1020.6,
2018-10-13,15.2,12.9,17.4,,,144,15.4,35.2,1022.2,
2018-10-14,14.7,12.7,16,,,139,22.3,40.8,1016.1,
2018-10-15,13.8,12.1,15.6,,,153,14.4,31.5,1014.4,
2018-10-16,13.1,9.6,16.5,,,177,7.5,22.2,1017.6,
2018-10-17,12.3,8.6,16.9,,,168,6.4,22.2,1019.7,
2018-10-18,11.5,7.3,15.2,,,311,12.4,40.8,1021.5,
2018-10-19,8.3,3.7,12.9,,,273,8.5,22.2,1025.2,
2018-10-20,10.3,6.8,13.2,,,268,12.2,33.3,1025.5,
2018-10-21,10.3,5,13.8,,,224,13.5,35.2,1025.6,
2018-10-22,10.8,8.2,13.5,,,276,25.1,59.3,1023.3,
2018-10-23,10.8,8.9,12.7,,,274,38.5,77.8,1004.6,
2018-10-24,8,5.6,10.4,,,302,19.2,61.1,1010.5,
2018-10-25,10.7,8.1,12,,,281,30.4,68.5,1004.7,
2018-10-26,8.7,6.4,10.9,,,233,18.2,35.2,1000.9,
2018-10-27,5.7,4.1,8.2,,,322,29.1,55.5,1000.7,
2018-10-28,2.9,1.5,4.2,,,46,20.2,46.3,1020.5,
2018-10-29,4.8,2.8,6.6,,,64,32,55.5,1016,
2018-10-30,10,6.9,13.9,,,114,27.7,55.5,996.4,
2018-10-31,8.7,7,10.8,,,199,26.7,55.5,1010.6,
2018-11-01,9.4,8.3,11.5,,,93,15.1,31.5,1015.9,
2018-11-02,9.3,7.5,11.3,,,206,19.7,38.9,1016.2,
2018-11-03,6.9,3.5,10.8,,,227,12.5,29.6,1027.7,
2018-11-04,8.3,5.3,10,,,133,18.5,37,1023.5,
2018-11-05,9.7,9.1,10.1,,,101,13.3,29.6,1016.1,
2018-11-06,9.7,7.2,11,,,131,14.2,33.3,1011.2,
2018-11-07,8.9,6,11.9,,,117,10.4,27.8,1012.1,
2018-11-08,7.6,6,9.4,,,194,3.9,14.8,1019.2,
2018-11-09,7.8,3.8,9.2,,,129,11.6,29.6,1018.8,
2018-11-10,9,8.2,9.9,,,135,29.1,42.6,1010.6,
2018-11-11,9.9,9.4,10.6,,,144,26.5,40.8,1009.3,
2018-11-12,10,8.5,10.8,,,175,12.4,33.3,1014.1,
2018-11-13,9.6,7.3,10.7,,,230,14.7,31.5,1017.3,
2018-11-14,9.6,8.5,11,,,236,12.9,31.5,1025.3,
2018-11-15,9.3,8.2,10.7,,,162,14.5,33.3,1030.4,
2018-11-16,8.6,7.5,9.6,,,153,24.4,37,1036.3,
2018-11-17,5.9,3.3,7.7,,,118,12.1,29.6,1040.9,
2018-11-18,5.7,3.3,7.6,,,19,18.1,42.6,1036.1,
2018-11-19,4.9,4,5.9,,,53,29.8,48.2,1031.5,
2018-11-20,4.7,3.7,6.1,,,71,26.6,48.2,1026.5,
2018-11-21,5.4,5,6.6,,,85,24.9,44.5,1027.6,
2018-11-22,4.6,3.2,5.2,,,99,18.8,33.3,1027.7,
2018-11-23,3,2.7,3.4,,,120,13.2,27.8,1023.3,
2018-11-24,3.2,2.3,3.9,,,23,7.6,24.1,1016.4,
2018-11-25,2.6,0.7,3.9,,,52,15.9,31.5,1017.1,
2018-11-26,0.4,-1.9,2.5,,,28,13.2,27.8,1018.8,
2018-11-27,-0.9,-3,0.6,,,55,10.3,22.2,1024.2,
2018-11-28,2.4,-0.8,4.5,,,128,28.6,61.1,1028,
2018-11-29,3.1,2.3,4.6,,,160,42.1,66.7,1017.9,
2018-11-30,4.5,3.7,4.9,,,164,27.1,48.2,1011.8,
2018-12-01,5.7,5,6.5,,,193,16.7,37,1010.2,
2018-12-02,6.4,6.1,7.2,,,165,22.7,40.8,999.7,
2018-12-03,8.6,7.3,10.4,,,212,18.5,35.2,993.7,
2018-12-04,5.7,4.2,7.1,,,274,28.6,63,1006.2,
2018-12-05,3.6,2,5.8,,,236,15.2,44.5,1022.5,
2018-12-06,5,3.8,8.1,,,178,21.2,37,1013,
2018-12-07,8.4,7.4,8.9,,,210,20.2,38.9,998.8,
2018-12-08,6.8,4.5,8.3,,,222,31.9,50,988.3,
2018-12-09,6.2,3.7,7.5,,,247,20.9,53.7,986,
2018-12-10,4.8,3.4,5.7,,,289,23.4,44.5,1001.3,
2018-12-11,4.6,3.6,5.5,,,353,26.6,44.5,1015.1,
2018-12-12,3.2,0.8,4.9,,,30,20,35.2,1028.2,
2018-12-13,1.6,0.7,2.7,,,44,20,35.2,1028.9,
2018-12-14,1.9,1.4,2.3,,,58,19.7,33.3,1029.6,
2018-12-15,2.3,1.5,3,,,84,18.2,33.3,1030,
2018-12-16,2.3,1.3,2.9,,,142,22.4,38.9,1018.9,
2018-12-17,1.5,0.8,2.4,,,183,7.5,22.2,1020.2,
2018-12-18,3.4,2.3,4.8,,,135,20.3,33.3,1024.2,
2018-12-19,3.8,3,4.6,,,146,29.8,48.2,1017.2,
2018-12-20,4.3,3.8,4.7,,,124,18,31.5,1014,
2018-12-21,5,4.3,5.6,,,113,22.7,40.8,1005.2,
2018-12-22,1.5,0.8,3.1,,,27,16.8,38.9,1006.6,
2018-12-23,0.4,-1.4,1.9,,,71,12.8,27.8,1014,
2018-12-24,-0.1,-1.7,1.3,,,302,13.2,29.6,1022.3,
2018-12-25,5.6,2.4,7.2,,,277,25.8,46.3,1021.9,
2018-12-26,6.4,5.2,8,,,276,16.9,38.9,1022,
2018-12-27,8,7.6,8.4,,,267,22.7,37,1018.5,
2018-12-28,6.3,4.5,7.8,,,284,18.2,33.3,1021,
2018-12-29,6.7,5.9,7.3,,,236,15,33.3,1018.8,
2018-12-30,4.8,0.7,7.8,,,302,17.4,38.9,1020.3,
2018-12-31,4.8,1.5,7.4,,,244,13.9,42.6,1025.5,
