date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-05-25,13.1,9.8,16.3,,,321,13.9,33.3,1025.6,
2020-05-26,13.4,9.2,16.3,,,183,9,25.9,1034.7,
2020-05-27,13.4,8.1,17.3,,,268,15.2,38.9,1031.7,
2020-05-28,13.7,9.5,17.2,,,324,10.7,27.8,1031.2,
2020-05-29,13.4,6.5,17.3,,,322,8.4,25.9,1030.3,
2020-05-30,13.6,9.2,17.8,,,130,9.1,27.8,1028,
2020-05-31,15.7,11.5,21,,,353,13.8,37,1027.3,
2020-06-01,17.2,11.6,22,,,353,7.5,27.8,1027.4,
2020-06-02,19.3,12.5,24.7,,,308,14,33.3,1018.5,
2020-06-03,14.4,12,16.5,,,132,15,31.5,1009.4,
2020-06-04,14.8,10.9,18.6,,,90,23.6,50,998.8,
2020-06-05,13.7,11.9,16.3,,,173,19.5,44.5,991.7,
2020-06-06,12.1,9.3,15.3,,,209,22.3,53.7,995.3,
2020-06-07,13.6,9.3,16.4,,,165,15.2,37,1005.8,
2020-06-08,14.1,9,18.3,,,216,8.2,25.9,1012.3,
2020-06-09,14.5,9.3,17.4,,,5,6.9,25.9,1018.3,
2020-06-10,16.2,12.7,19.5,,,4,10.5,33.3,1018.3,
2020-06-11,18,15.4,22.7,,,38,17.7,35.2,1016,
2020-06-12,17.7,16.3,19.4,,,58,19.3,33.3,1015.5,
2020-06-13,18.6,16.5,21.7,,,59,23.3,48.2,1017.2,
2020-06-14,18,13.7,21.7,,,56,21.1,37,1018.6,
2020-06-15,17.8,12.3,22.8,,,45,8.8,27.8,1017.3,
2020-06-16,19.6,15,24.9,,,276,10.5,29.6,1013.6,
2020-06-17,17.9,14.4,21.2,,,132,9.5,27.8,1013.7,
2020-06-18,18,14.6,21.7,,,109,9,22.2,1013.4,
2020-06-19,18.8,16.1,21.3,,,230,7.9,22.2,1011.9,
2020-06-20,19.1,17.1,21.6,,,300,14.5,35.2,1014.7,
2020-06-21,17.5,16.2,19.3,,,305,13.9,31.5,1017.9,
2020-06-22,18.1,13.4,21.8,,,287,13.7,35.2,1020,
2020-06-23,18.2,13.2,22.3,,,286,13.8,31.5,1024.4,
2020-06-24,19.4,13.4,24.3,,,318,8.2,24.1,1027.1,
2020-06-25,22,16.3,26.9,,,69,7,24.1,1025.8,
2020-06-26,22.5,18.6,26.4,,,102,12.4,29.6,1018.9,
2020-06-27,21.1,18.6,24.4,,,105,12.9,31.5,1011.1,
2020-06-28,19.9,15.5,23.6,,,192,11.1,31.5,1009.9,
2020-06-29,18,13.1,21.7,,,195,15.7,40.8,1009.8,
2020-06-30,16.1,14.1,18.3,,,221,27.9,57.4,1002.4,
2020-07-01,17,14,19.7,,,224,20.6,53.7,1002.6,
2020-07-02,17.5,15.4,21.2,,,252,15,33.3,1006.1,
2020-07-03,15.6,13.2,17.8,,,250,12.1,37,1012.3,
2020-07-04,15.8,14.5,17.2,,,207,25,46.3,1008.4,
2020-07-05,17.9,15.1,20.8,,,217,25.7,57.4,1003,
2020-07-06,15.3,13.4,18.7,,,236,31.8,61.1,1003.3,
2020-07-07,13.7,11.9,17.7,,,246,24.4,51.8,1012.2,
2020-07-08,13.7,10.1,16.8,,,253,18.9,38.9,1011.6,
2020-07-09,13.4,8.6,16.7,,,214,10.6,27.8,1013.2,
2020-07-10,12.7,9.7,14.7,,,338,6.7,31.5,1009.9,
2020-07-11,14.5,10.8,18.4,,,257,23.1,44.5,1017.1,
2020-07-12,14.6,10,17.6,,,263,19.5,42.6,1023.4,
2020-07-13,15.3,11.8,18.2,,,250,13.3,33.3,1022.2,
2020-07-14,16.3,12.1,20.3,,,177,11.5,33.3,1014.8,
2020-07-15,16.1,14.4,19,,,222,8.8,22.2,1011.8,
2020-07-16,15.9,12.6,18.4,,,303,13.1,35.2,1014.8,
2020-07-17,17.9,14.8,20.5,,,343,12.4,29.6,1018.9,
2020-07-18,18.7,13.7,22.6,,,159,7.7,29.6,1020.5,
2020-07-19,20.7,17.3,24.1,,,133,13.2,35.2,1016.5,
2020-07-20,18.1,15.5,20.9,,,286,15.4,38.9,1014.9,
2020-07-21,15.8,11.6,19.7,,,265,20.8,46.3,1018.4,
2020-07-22,15.5,10.3,19.4,,,276,19.4,42.6,1019.5,
2020-07-23,15.6,10,19.5,,,243,13.5,31.5,1015.8,
2020-07-24,17.1,13.9,20.7,,,221,20.7,42.6,1006.8,
2020-07-25,16.4,10.2,19.5,,,196,14.4,33.3,1010.5,
2020-07-26,18.3,14.4,20.3,,,167,15.4,35.2,1008.7,
2020-07-27,17.1,13.5,19.5,,,176,15,38.9,1015.4,
2020-07-28,19.1,15.6,22.3,,,192,20.3,40.8,1007,
2020-07-29,15.5,13.8,18,,,232,26.7,53.7,1011.5,
2020-07-30,15.6,13.2,18.2,,,256,25.2,48.2,1016.3,
2020-07-31,16.3,13.2,20.7,,,297,12.6,33.3,1018.3,
2020-08-01,17.9,12.8,21.4,,,105,11,35.2,1017.7,
2020-08-02,19.4,17.3,21.9,,,213,12.7,29.6,1011.6,
2020-08-03,17.6,14,20.7,,,291,10.5,25.9,1011.6,
2020-08-04,16.8,12.6,20.4,,,272,11.8,27.8,1013.7,
2020-08-05,17.8,12.2,21.6,,,182,15.4,38.9,1016.5,
2020-08-06,20.7,16.1,25.2,,,136,11.6,33.3,1021.8,
2020-08-07,22.1,16.4,27.5,,,117,10.1,29.6,1024.6,
2020-08-08,22.2,17.3,28.9,,,28,9,20.4,1022,
2020-08-09,23.9,18.5,29.6,,,347,10.7,33.3,1020.4,
2020-08-10,23.3,19.3,28,,,59,10.5,29.6,1020.8,
2020-08-11,20.7,17.5,24,,,112,13.6,29.6,1024,
2020-08-12,19.6,16.6,23.4,,,121,16.2,29.6,1023.2,
2020-08-13,19.4,16.1,23.3,,,135,10.3,25.9,1018.7,
2020-08-14,20.4,14.4,25.8,,,120,6.8,20.4,1015.3,
2020-08-15,21.8,16.9,27.1,,,101,6.7,20.4,1016.2,
2020-08-16,22.9,18.2,27.9,,,121,8.7,29.6,1016.3,
2020-08-17,23,17.6,27.8,,,99,11.7,29.6,1012.6,
2020-08-18,22.1,18.6,25.2,,,101,11.6,33.3,1009.2,
2020-08-19,21.2,17.9,25.1,,,257,8.7,24.1,1010,
2020-08-20,20.6,17.9,23.1,,,153,16.7,37,1010.7,
2020-08-21,20.9,19,23.1,,,144,14.7,31.5,1011.1,
2020-08-22,21.4,18.7,24.9,,,213,20.3,44.5,1010.3,
2020-08-23,19.1,16.6,22.2,,,241,26.2,44.5,1008.7,
2020-08-24,16.8,14.1,20.5,,,254,13.5,33.3,1010.3,
2020-08-25,16.3,12.9,18.9,,,253,15.8,37,1010,
2020-08-26,18.2,15.9,20,,,172,19.3,46.3,998.3,
2020-08-27,15.6,13.4,17.4,,,10,13.4,31.5,1008.2,
2020-08-28,15.2,13.6,17.6,,,100,14.7,37,1006.2,
2020-08-29,16.6,13.6,20,,,153,9.7,29.6,1002.7,
2020-08-30,15.7,11.2,20.2,,,294,8.7,29.6,1009.3,
2020-08-31,15.6,13.2,18,,,348,18.7,37,1015.7,
2020-09-01,15.2,11.7,19.5,,,31,13.8,29.6,1020.7,
2020-09-02,15.5,13.5,18.4,,,17,17,33.3,1018.8,
2020-09-03,16.5,12.7,20.5,,,254,15.9,38.9,1015.5,
2020-09-04,17.3,14.8,20.5,,,240,20.5,38.9,1014.6,
2020-09-05,15.7,13.2,17.8,,,242,20.5,42.6,1012.4,
2020-09-06,14.2,11.7,17.6,,,253,18.4,35.2,1013.9,
2020-09-07,14.6,11.6,18.2,,,250,20.1,38.9,1018.9,
2020-09-08,16.9,14.7,21.1,,,242,25.2,46.3,1017.3,
2020-09-09,16.5,13,18.8,,,241,23.7,44.5,1014.8,
2020-09-10,13.9,10.9,17.2,,,270,19.2,42.6,1017,
2020-09-11,13.7,8.1,18.1,,,227,12.7,35.2,1017,
2020-09-12,15.6,13.6,18.5,,,224,22,44.5,1014.1,
2020-09-13,16,13.2,18.7,,,234,24.8,42.6,1019.9,
2020-09-14,17.7,14.4,22.5,,,219,14.5,35.2,1025.1,
2020-09-15,18.3,13.8,23.9,,,107,5.1,22.2,1022,
2020-09-16,16.1,11.4,20.9,,,304,16,44.5,1017.5,
2020-09-17,12.9,10.6,16,,,354,23.9,46.3,1029.5,
2020-09-18,11.7,4.9,18.4,,,272,11,29.6,1029.8,
2020-09-19,12.1,6.9,16.9,,,330,8.6,16.7,1025.3,
2020-09-20,13.3,8.1,16.4,,,49,4,14.8,1022.7,
2020-09-21,14.3,11.8,17,,,154,7.5,24.1,1019.2,
2020-09-22,14.6,8.1,19.8,,,170,9.1,24.1,1011.2,
2020-09-23,16.4,11.3,21.8,,,188,9.2,27.8,1004,
2020-09-24,16.8,12.9,19,,,192,20.2,38.9,1001.1,
2020-09-25,14.3,13.5,16.1,,,130,15.6,38.9,997.4,
2020-09-26,14.4,11.4,17.1,,,307,17,42.6,997.1,
2020-09-27,18,16.1,21.5,,,53,20.4,38.9,1003.7,
2020-09-28,15.2,14.1,16.5,,,112,17.5,31.5,1010.8,
2020-09-29,15.1,12.9,17.3,,,145,13.5,31.5,1016.6,
2020-09-30,14.9,12.5,17.1,,,132,14.2,29.6,1017.1,
2020-10-01,14.2,11.8,15.9,,,78,20.1,35.2,1010.4,
2020-10-02,15.6,14.8,16.8,,,92,24.5,46.3,1005.7,
2020-10-03,16,14.5,17.6,,,80,31.2,55.5,1001.2,
2020-10-04,15.3,13.8,16.3,,,156,15.5,38.9,995.9,
2020-10-05,14.5,11.8,17.5,,,124,15.9,35.2,1004.3,
2020-10-06,12.9,9.5,14.6,,,200,17.4,40.8,998.9,
2020-10-07,13.3,11.9,15.7,,,210,18.6,35.2,1002.5,
2020-10-08,12.6,11.3,13.8,,,206,21.9,40.8,1009.2,
2020-10-09,12.4,9.2,14.5,,,238,19.1,37,1012.4,
2020-10-10,10.2,6.5,12.6,,,228,16.6,33.3,1012.1,
2020-10-11,9.3,6.5,12.8,,,213,14,31.5,1014.1,
2020-10-12,7.9,2.9,13.6,,,263,6.5,18.5,1015.4,
2020-10-13,10.1,6.2,13.1,,,24,9.8,33.3,1017.5,
2020-10-14,9.1,7.7,11.1,,,19,38,59.3,1019.3,
2020-10-15,8.7,7.7,10.2,,,12,30.9,57.4,1021.6,
2020-10-16,8.8,3.3,11.6,,,19,16.5,29.6,1022.9,
2020-10-17,8.2,5.8,10.3,,,6,14,35.2,1019.7,
2020-10-18,8.7,3.7,10.9,,,287,17.9,42.6,1012.3,
2020-10-19,6.6,2.4,11.1,,,255,14.9,37,1017.9,
2020-10-20,10.5,8.3,12,,,179,22.7,44.5,1014,
2020-10-21,11.9,10.5,13.4,,,188,18.2,48.2,1004.7,
2020-10-22,14.1,12.9,15.3,,,223,32.7,61.1,1003.1,
2020-10-23,11.3,8.8,13.3,,,232,21.5,42.6,1007.3,
2020-10-24,11.9,10.3,14.1,,,213,19.1,37,1007.5,
2020-10-25,12.8,11.7,13.4,,,182,24.4,42.6,1003.8,
2020-10-26,11.4,10.3,12.3,,,192,14.5,29.6,1001.6,
2020-10-27,10.2,9.1,11.5,,,202,23.5,42.6,1003.3,
2020-10-28,11.1,9.6,13.2,,,200,26,46.3,1003.8,
2020-10-29,9.4,6.7,11,,,234,16.7,33.3,1006.4,
2020-10-30,9.4,6.2,10.9,,,170,15.5,31.5,1013.5,
2020-10-31,12.1,11,12.9,,,158,11.7,38.9,1018.4,
2020-11-01,12.4,11.7,13.2,,,180,25.4,44.5,1009.6,
2020-11-02,14.5,11.7,16.9,,,201,29.2,46.3,1002.1,
2020-11-03,10.6,7.2,12.5,,,225,24.1,50,1015.3,
2020-11-04,9.5,7.9,11.6,,,240,28,50,1022.6,
2020-11-05,10.1,7.3,12.1,,,255,29.4,53.7,1028.6,
2020-11-06,11.2,7.8,12.7,,,279,18.4,42.6,1030,
2020-11-07,8.7,4.9,11.2,,,217,8.8,27.8,1026.7,
2020-11-08,7.2,2.8,10.5,,,227,6.3,18.5,1026.4,
2020-11-09,9.6,9.3,10,,,129,17.4,31.5,1029.3,
2020-11-10,8.8,8,9.6,,,122,20.1,31.5,1030.4,
2020-11-11,6.9,6.4,7.9,,,156,15,29.6,1027.4,
2020-11-12,7.8,6.5,9.4,,,147,19.3,33.3,1019.9,
2020-11-13,8.9,7.5,10.3,,,203,10.8,31.5,1016.4,
2020-11-14,9.6,7.9,10.8,,,204,10.1,31.5,1015.3,
2020-11-15,11.4,11,12.1,,,162,21.3,46.3,1009.1,
2020-11-16,10.7,9.4,11.8,,,206,24.5,42.6,1006.7,
2020-11-17,10.5,9,12.1,,,224,22.9,40.8,1015.6,
2020-11-18,11.2,9.7,12,,,217,28.8,46.3,1016.5,
2020-11-19,8.2,3.5,11.5,,,250,34,61.1,1007.4,
2020-11-20,4.2,-1.3,7.3,,,266,15.5,48.2,1025.5,
2020-11-21,6.9,5.6,9.6,,,214,29.7,51.8,1020.8,
2020-11-22,8.4,7,9.8,,,251,26.6,50,1014.3,
2020-11-23,7,5.6,8.9,,,257,25.1,51.8,1018.2,
2020-11-24,8.1,7.1,9.1,,,228,25.6,40.8,1018.9,
2020-11-25,6.4,4.7,8.5,,,210,15.7,29.6,1016.9,
2020-11-26,7.4,4.7,9.6,,,255,17.6,33.3,1015.8,
2020-11-27,2.5,0,5.3,,,328,9.8,24.1,1021.8,
2020-11-28,1.2,-0.3,2.7,,,48,10.3,22.2,1027.5,
2020-11-29,1.3,0.4,2.1,,,349,11.4,24.1,1028.2,
2020-11-30,2,0.1,4.2,,,234,12.4,37,1020.8,
2020-12-01,4.7,3.6,5.6,,,118,15.1,37,1017.8,
2020-12-02,5.1,3.9,5.6,,,117,19.8,38.9,1020.3,
2020-12-03,2.2,1.1,3.9,,,157,29.8,50,1005.5,
2020-12-04,4.1,2.7,5.8,,,134,29.4,42.6,997.1,
2020-12-05,5.5,4.3,7,,,127,17.8,35.2,1001.6,
2020-12-06,6.8,3.9,8.6,,,74,18.2,42.6,1005.7,
2020-12-07,7.1,6.4,8,,,118,30,48.2,1003.7,
2020-12-08,5.9,5,7,,,125,17.5,31.5,1009.4,
2020-12-09,5,4.3,5.3,,,112,22.9,38.9,1013.2,
2020-12-10,3.2,2.6,4,,,107,21.5,38.9,1011.7,
2020-12-11,2.6,2.1,3.4,,,111,22.5,38.9,1005.5,
2020-12-12,4.8,3.5,5.4,,,111,18.7,35.2,1004.5,
2020-12-13,5.3,4.9,5.7,,,68,8.6,25.9,1011.3,
2020-12-14,5.4,3.8,7.1,,,156,24.2,42.6,1011.5,
2020-12-15,7,6.6,7.6,,,179,16.9,33.3,1010.2,
2020-12-16,6.9,4.9,8.1,,,218,11.7,33.3,1018.1,
2020-12-17,6.9,6.3,7.7,,,179,23.8,40.8,1016.5,
2020-12-18,7.2,5.9,7.8,,,207,20,33.3,1019.3,
2020-12-19,5.9,4.7,6.6,,,170,21.9,38.9,1017.3,
2020-12-20,6.7,6.2,7.3,,,175,17.8,33.3,1017.8,
2020-12-21,6.5,6,6.8,,,192,16.7,38.9,1017.2,
2020-12-22,6.5,4.5,9.1,,,211,26.8,44.5,1005.6,
2020-12-23,4.1,2.5,5.5,,,243,12.8,31.5,1010.9,
2020-12-24,3.7,1.1,5,,,5,18.3,40.8,1007,
2020-12-25,0.6,-1.4,3,,,312,12.6,31.5,1017,
2020-12-26,1.9,-3,4.2,,,226,19.3,55.5,1013.2,
2020-12-27,3.7,2.2,4.7,,,178,45.8,70.4,991.3,
2020-12-28,4.1,2.3,4.7,,,145,31.1,57.4,984.5,
2020-12-29,3.9,3.1,4.6,,,151,15.3,29.6,986.2,
2020-12-30,4.3,3.7,4.9,,,196,25.2,42.6,995.1,
2020-12-31,4.2,2.6,4.9,,,200,22.3,40.8,1001.3,
