date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-03-01,2.2,-1.6,6.8,0,,336,8.5,20.4,1029.3,
2023-03-02,3.3,0,7.2,0,,355,7.6,18.5,1025.8,
2023-03-03,2.8,0,6,0,,276,16,33.3,1019.1,
2023-03-04,2.8,0.7,4.1,0.1,,314,19.4,40.8,1014.6,
2023-03-05,0.2,-2.6,3.8,0,,285,13.2,38.9,1008.7,
2023-03-06,-0.8,-5.4,3.1,0,,231,7.9,24.1,1001.2,
2023-03-07,1.3,-1.8,3.5,5.9,,227,36.2,77.8,985.7,
2023-03-08,-1.1,-4.7,2.1,0.7,,235,12.7,59.3,996,
2023-03-09,0.3,-3.9,3,0,,144,13.2,33.3,999.4,
2023-03-10,1.2,-0.7,2.7,0,,71,16.6,33.3,995.2,
2023-03-11,1.5,-0.4,4,0.9,,299,20.1,42.6,1001.2,
2023-03-12,1.6,-0.2,4,1.5,,236,20.1,46.3,1006.3,
2023-03-13,7.1,2,11.1,11,,202,34.8,61.1,989.8,
2023-03-14,6.2,2.5,9.1,2.6,,246,26,53.7,987.8,
2023-03-15,2.9,0.5,6,1.8,,248,21,40.8,1008.4,
2023-03-16,3,-1.4,4.7,0,,166,20,50,1019.6,
2023-03-17,5.4,4.2,7,0,,141,27.3,51.8,1012.3,
2023-03-18,6.5,4.2,9.2,4.9,,173,12.2,25.9,1010.2,
2023-03-19,5.8,2.7,10.1,0,,105,9.3,25.9,1014.6,
2023-03-20,6.1,2.2,7.7,1.6,,247,15.9,33.3,1013.5,
2023-03-21,3.8,-0.7,7.5,4.4,,187,12.6,29.6,1012.7,
2023-03-22,7.7,6.2,9.5,3.4,,194,20.5,37,1004.1,
2023-03-23,8.3,5.2,11.7,7.5,,203,20.8,42.6,999.7,
2023-03-24,8.1,6.2,11.7,4,,204,29.4,55.5,996.2,
2023-03-25,7.7,6,11,1.5,,209,19.7,37,996.3,
2023-03-26,,,,,,,,,,
2023-03-27,0.8,-1,4.2,0.6,,308,14.2,35.2,1009.7,
2023-03-28,1.7,-2.7,5,0,,287,15.8,37,1019.8,
2023-03-29,5,3.2,7.5,1.1,,199,16.4,35.2,1014.4,
2023-03-30,6.8,5.2,10.5,15.7,,150,18.8,35.2,1003.7,
2023-03-31,7.4,4,9.5,0.7,,174,17.7,40.8,998.1,
2023-04-01,4.1,2,7.7,0,,57,22.7,42.6,1007.7,
2023-04-02,3.5,0.7,7.5,0,,29,17,35.2,1026.3,
2023-04-03,2.3,-0.7,5,0,,28,9.1,27.8,1035.1,
2023-04-04,3.8,-1,7.2,0,,325,10.9,25.9,1029.2,
2023-04-05,5,3,7.5,0,,181,7.8,22.2,1023.3,
2023-04-06,4.7,1.7,7.1,0,,128,18.4,33.3,1022.1,
2023-04-07,4,0.5,7.6,0,,33,14.8,31.5,1024.6,
2023-04-08,7.1,3.5,13.7,0,,347,14.2,29.6,1028,
2023-04-09,5.8,3.1,9.5,0,,98,8.9,29.6,1029.3,
2023-04-10,6.9,3.7,10.2,0,,120,21.9,44.5,1023.4,
2023-04-11,7.8,5.2,10.6,6.8,,171,17.2,48.2,1006.9,
2023-04-12,6.2,1,9.1,0.2,,146,18.2,40.8,1006.4,
2023-04-13,8.2,6.5,10.7,7.7,,136,21,44.5,1003.4,
2023-04-14,7.1,4.2,9.5,1,,33,11.3,27.8,1012.1,
2023-04-15,9.8,7.6,12.7,0,,58,18.1,35.2,1014.8,
2023-04-16,9.2,6.7,12.2,0,,357,14.6,31.5,1022.8,
2023-04-17,7.4,4,12.5,0,,16,9.3,25.9,1029.3,
2023-04-18,8.3,4.7,13.7,0,,8,13.8,31.5,1033.8,
2023-04-19,9.6,6.2,13.7,0,,20,21.8,42.6,1031.6,
2023-04-20,10.5,5.5,16.1,0,,53,24.8,40.8,1027.2,
2023-04-21,10.7,5.2,16.1,0,,78,11.8,27.8,1023.9,
2023-04-22,10.5,4.1,15.5,0,,105,17.1,35.2,1014.2,
2023-04-23,10.3,8,13,6.2,,195,14.2,35.2,1005.6,
2023-04-24,9.5,7.2,12.2,0.4,,137,18.5,37,1001.4,
2023-04-25,7.4,6.2,8.7,0,,243,27,44.5,1002.3,
2023-04-26,7.2,4.7,10.5,0,,275,28.8,55.5,1010,
2023-04-27,6.9,3.2,10.7,0,,262,24.5,46.3,1016.1,
2023-04-28,6.5,0.5,9.6,0,,177,9.5,25.9,1017.7,
2023-04-29,8.8,3.7,13.7,0,,356,16.5,44.5,1015,
2023-04-30,7.5,4,10.2,0,,282,18.4,40.8,1021.2,
2023-05-01,8.6,3.7,12.2,0,,187,17.3,35.2,1016.7,
2023-05-02,9.6,6.5,12,0,,294,18.2,33.3,1018,
2023-05-03,8.6,3.5,12.5,0,,283,10.2,27.8,1026.6,
2023-05-04,8.5,3.1,12.1,0,,84,8,33.3,1026.8,
2023-05-05,6.4,4.6,8.6,0,,82,36,53.7,1027.7,
2023-05-06,7.2,4.1,11,0,,82,31.3,50,1025.4,
2023-05-07,9,4,13.7,0,,101,17.3,33.3,1027.6,
2023-05-08,10.6,6.2,14.5,0,,122,16.7,38.9,1028.9,
2023-05-09,11.8,8.7,15.2,0,,128,25.3,51.8,1021.3,
2023-05-10,13.1,10,17.1,0,,118,27.4,46.3,1014.1,
2023-05-11,14.3,11.1,19,0,,121,16.8,33.3,1017.9,
2023-05-12,14.2,7.6,20,0,,66,9.8,25.9,1023.9,
2023-05-13,14.9,8.6,20.5,0,,77,11.6,25.9,1025.5,
2023-05-14,14.9,9.7,19.5,0,,106,8.9,27.8,1021.2,
2023-05-15,15.4,11.5,20.2,0,,14,8.6,25.9,1012.1,
2023-05-16,11.6,9.1,14,0.6,,260,21,44.5,1010.1,
2023-05-17,9.8,6.5,12.6,1.2,,279,25,57.4,1018.5,
2023-05-18,8.6,3.2,11.7,0,,226,10.9,25.9,1028.6,
2023-05-19,10.9,6.5,14,0,,144,6.3,24.1,1030.7,
2023-05-20,13.1,7,17.2,0,,62,8.4,24.1,1029.8,
2023-05-21,15.9,10.7,21.5,0,,37,12.4,22.2,1024.1,
2023-05-22,17.1,12.6,22.2,0,,81,13,31.5,1020.1,
2023-05-23,12.4,11.2,14.2,3.7,,359,9.8,22.2,1013.8,
2023-05-24,14,11.5,18.5,0,,317,8.5,24.1,1018.8,
2023-05-25,13.6,10,16.6,0,,294,17.3,38.9,1023.4,
2023-05-26,12.4,8.5,16.2,0,,301,18.7,38.9,1026.7,
2023-05-27,12.7,7.6,16.2,0,,232,12.1,31.5,1027.3,
2023-05-28,13.3,8.2,18.1,0,,286,12.4,31.5,1021.8,
2023-05-29,13.2,7.2,17.2,0,,306,13.5,29.6,1022.6,
2023-05-30,14.4,9.1,19.7,0,,309,10.1,22.2,1025.6,
2023-05-31,15.8,8.7,20.5,0,,263,17.7,38.9,1022.5,
2023-06-01,15,10.6,19.3,0,,295,17.4,35.2,1016.1,
2023-06-02,13.2,9.6,16.5,0,,10,18.6,38.9,1022.9,
2023-06-03,13.2,7.5,17,0,,209,13.4,31.5,1024.4,
2023-06-04,13.8,9.2,17.5,0,,242,10.3,25.9,1022.5,
2023-06-05,15.4,9.2,19.1,0,,130,7.8,25.9,1022.8,
2023-06-06,17.7,11.5,22.2,0,,181,9.4,27.8,1020.5,
2023-06-07,17.5,10.1,22.2,0,,201,8.5,25.9,1019.8,
2023-06-08,17.5,11,22.1,0,,163,8.9,24.1,1018.1,
2023-06-09,17.1,13.7,21,0,,65,16.9,31.5,1020.7,
2023-06-10,16.6,12.1,21.5,0,,65,22.4,38.9,1024.4,
2023-06-11,16.6,11.7,21.7,0,,74,20.1,35.2,1025.7,
2023-06-12,17.6,12.5,22.2,0,,101,16.9,31.5,1024,
2023-06-13,17.7,11.7,23.5,0,,65,14.9,27.8,1021.8,
2023-06-14,18.4,12.1,23.5,0,,26,8.8,22.2,1022.2,
2023-06-15,19.1,14.5,24,0,,323,7.2,24.1,1019.6,
2023-06-16,18.3,15.2,23.5,0,,255,9.3,22.2,1015.6,
2023-06-17,17.8,12.7,22.1,5.2,,9,7.7,22.2,1014.9,
2023-06-18,18.2,15.6,21,3.4,,322,12.3,29.6,1013.7,
2023-06-19,17.9,13,21.2,0,,153,11.1,29.6,1014.1,
2023-06-20,19.9,17.2,22,0,,142,9.8,24.1,1014.9,
2023-06-21,21.1,17.5,26.1,0,,173,17.2,41,1013.5,
2023-06-22,19.6,14.7,23.6,0,,237,11.8,31,1018.8,
2023-06-23,20.4,17.5,22.7,0,,326,14.6,39,1017.9,
2023-06-24,19.6,13.5,24.6,0,,294,12.3,31,1021.4,
2023-06-25,20.3,14.8,24.5,0.1,,190,8.7,24.1,1019.6,
2023-06-26,20.2,17.5,25,17.8,,159,15.3,37,1012.7,
2023-06-27,16.9,14,18.4,0.3,,282,26.9,50,1011,
2023-06-28,18.9,15.8,21.6,0,,312,16.5,37,1013.9,
2023-06-29,18.6,15.2,21.5,0,,214,12.1,29.6,1013.3,
2023-06-30,18.4,15.7,21.2,0,,267,17.1,35.2,1009,
2023-07-01,16.2,14.2,17.2,2.4,,213,17.7,41,1002.4,
2023-07-02,16.6,14,19.5,0.5,,248,31.5,68,999.1,
2023-07-03,15.2,12,18.7,0,,242,31.3,68,1002.5,
2023-07-04,15,12.7,18.3,5,,232,30,55.5,1006.1,
2023-07-05,15.8,11.5,19.6,3,,171,22.1,54,1008.8,
2023-07-06,17.1,14.2,20.5,0.1,,231,31.3,59,1012.4,
2023-07-07,17.8,12.2,22.7,0,,253,11.7,35,1021.5,
2023-07-08,19.3,12,23.2,0,,35,6.5,20.4,1023.2,
2023-07-09,20.9,15.7,26,0,,28,8.3,22.2,1022.4,
2023-07-10,18.7,17.2,20.2,6.5,,151,11,26,1018.5,
2023-07-11,17.7,13,21.2,0,,186,15.8,39,1015.7,
2023-07-12,19,16.7,22,33.6,,193,20.5,41,1007.2,
2023-07-13,17.1,14.4,21.7,5.1,,238,19.2,41,1011.6,
2023-07-14,17.9,13.7,21.5,0,,223,14.4,31,1015.4,
2023-07-15,21,18.2,24.2,0,,138,25.2,44.5,1009.4,
2023-07-16,20.4,16.9,23.2,6.3,,219,27.6,57,1009.4,
2023-07-17,17.5,15.2,20,4.1,,226,20.3,46.3,1013.6,
2023-07-18,17.1,14,21,0,,262,22.6,38.9,1015.5,
2023-07-19,15.9,13,19.5,0,,269,14.3,30,1011.5,
2023-07-20,15.4,11.1,19.1,0,,265,19.2,50,1009.3,
2023-07-21,16.2,13,19.2,0,,232,17.4,33.3,1009.3,
2023-07-22,15.5,12.7,18.5,0,,248,15.6,39,1009.3,
2023-07-23,15.4,13.7,17.2,12.3,,203,13.1,33.3,1006.4,
2023-07-24,18.9,16.7,22,0,,216,20.8,44,999.4,
2023-07-25,17,14.2,20.2,0,,275,19.5,40.8,1000.5,
2023-07-26,15.4,12.2,19.5,0,,247,19.7,46,1006,
2023-07-27,16.4,13.7,20,0,,221,19,37,1005.6,
2023-07-28,17.8,13,21.6,0,,35,6.1,22.2,1004.7,
2023-07-29,18.5,15.7,20.8,5.7,,166,13.1,29.6,1005.3,
2023-07-30,17.8,14.7,21.7,0,,229,16.2,37,1006,
2023-07-31,16.2,14.1,19,0,,215,17.8,39,1003.4,
2023-08-01,16.6,14.7,18.8,5.6,,175,11,25.9,994.9,
2023-08-02,17.4,14.2,19.6,3.6,,202,17.3,37,995.1,
2023-08-03,17.9,16.2,20.6,2.5,,206,12.4,37,992.7,
2023-08-04,17.9,15.5,21.2,0,,261,18.4,37,1006.4,
2023-08-05,16.6,14.1,19,0,,216,14.4,29.6,1013.1,
2023-08-06,15.4,13.5,17.1,7.9,,32,18.2,48,1006.8,
2023-08-07,14.6,13.6,16,30,,284,38.4,70,995.1,
2023-08-08,15.1,12.1,18.5,0.9,,255,42.5,78,998.2,
2023-08-09,13.6,12.5,15.2,3.5,,249,27.9,54,1007.5,
2023-08-10,14.6,12.2,17.6,0,,260,20.9,48.2,1016.7,
2023-08-11,15.8,12.6,18.7,0.1,,218,14.1,30,1019.9,
2023-08-12,18.1,16.5,20.4,5.4,,156,12.8,29.6,1016.1,
2023-08-13,18.3,15.5,21.8,0,,228,15.1,31.5,1015.5,
2023-08-14,19.1,15.8,22.5,0,,158,11.8,27.8,1016.9,
2023-08-15,19.8,17,22.7,0,,160,12.8,31.5,1014.8,
2023-08-16,18.1,13.2,22.1,0,,243,12.5,33,1020.4,
2023-08-17,17.4,14.1,20,0,,5,10.6,26,1023.9,
2023-08-18,19,16.2,22.6,0,,65,15.1,33,1022.4,
2023-08-19,20.4,17,23.6,0,,99,13.5,33,1019.9,
2023-08-20,18.8,16.7,22.5,34.6,,199,11.8,37,1020.7,
2023-08-21,18.7,15.5,22.2,0,,263,12.3,37,1021.5,
2023-08-22,19.2,15.1,23,0,,239,12,35,1019,
2023-08-23,18.2,14.2,21.6,0,,246,12.9,31.5,1017.6,
2023-08-24,17.4,13.7,20.5,0,,228,11.3,25.9,1016.2,
2023-08-25,19.7,16.7,23.5,3.7,,162,16,35.2,1008.1,
2023-08-26,19,14.5,22,2.5,,204,17.5,46,1006.9,
2023-08-27,15.7,12,18.6,9.1,,189,11.3,33.3,1009.2,
2023-08-28,16.4,13.5,19.5,0,,243,12.5,28,1008.2,
2023-08-29,15.4,10.7,17.7,0,,337,6.6,18.5,1010.7,
2023-08-30,16.2,12,19.2,0,,212,5.9,24.1,1007.1,
2023-08-31,15.1,13.5,16.7,10.5,,221,8.1,24.1,1005.7,
2023-09-01,16.5,13.1,20.7,0.8,,276,14.3,33,1009.8,
2023-09-02,17.1,13.3,21.5,0,,273,15.3,35,1017.7,
2023-09-03,16.4,13,19,0,,273,15.6,33.3,1023.4,
2023-09-04,19,15,23.7,0,,254,13.6,27.8,1026.1,
2023-09-05,18.2,13,23.2,0,,215,9.1,24.1,1023.6,
2023-09-06,17.5,11,22,0,,167,7.2,22.2,1024.8,
2023-09-07,18.4,16.7,21,0,,131,13.7,27.8,1027.3,
2023-09-08,18.7,14.5,23.5,0,,120,9.2,27.8,1022.9,
2023-09-09,20.1,17.7,23.2,0,,144,14.4,29.6,1018.5,
2023-09-10,18.4,14.2,23.5,0,,335,8.6,26,1017.4,
2023-09-11,17.1,16.1,18.7,0,,150,8.1,25.9,1014.7,
2023-09-12,19.1,17.1,21.7,0,,210,9.9,24,1011.9,
2023-09-13,16.7,13.5,19.8,0.3,,335,13.9,35.2,1014.1,
2023-09-14,14.9,10.6,18.3,0,,278,10.4,24.1,1021.4,
2023-09-15,15.3,11.5,18,0,,171,11,30,1023.6,
2023-09-16,18,16.6,20.5,0,,134,18.3,31.5,1019.2,
2023-09-17,18.3,15.6,22.4,0,,111,11,37,1017.6,
2023-09-18,19.1,17,21.7,1.3,,124,25.4,48.2,1008.8,
2023-09-19,16.9,14,18.5,0,,216,32.1,72,1001.8,
2023-09-20,18.2,16.2,20.5,0.3,,208,27.6,61.1,1004.5,
2023-09-21,19.1,17.2,22.2,0,,155,22.9,40.8,1002.5,
2023-09-22,17.4,14.5,19.5,3.4,,194,18.8,37,999.5,
2023-09-23,14.5,11.7,16.5,5.8,,223,13.6,33.3,1008.8,
2023-09-24,13.9,10.1,17.6,0,,237,13.4,31,1023.5,
2023-09-25,16.1,15,17.2,0,,170,22.8,40.8,1026.2,
2023-09-26,16.2,13,19.1,0,,149,10.6,25.9,1024.1,
2023-09-27,16.8,13.2,20,0,,154,10.4,24.1,1020.9,
2023-09-28,17.7,15,21,0,,172,15.8,31,1016.3,
2023-09-29,16.4,13.6,18.5,0.3,,193,13.5,31.5,1014.7,
2023-09-30,14.8,12.7,18,0,,261,24,54,1019,
2023-10-01,14.5,11.7,17,0,,238,12.9,31.5,1020.5,
2023-10-02,17,15.1,19,0,,221,13.9,29.6,1017.1,
2023-10-03,15.9,12.6,19.2,1.2,,216,23.8,52,1006.6,
2023-10-04,13.9,12.2,17.5,0.6,,252,27.9,59,1014.6,
2023-10-05,13.6,10.1,16.5,7.6,,263,24.8,54,1015,
2023-10-06,14.3,10.5,16.6,5.9,,225,26.6,55,1013.3,
2023-10-07,13.1,10.6,16.5,0.1,,307,22,78,1010.8,
2023-10-08,9.4,7,11.6,0,,321,11,31.5,1023.8,
2023-10-09,10.5,7.6,12.3,0.1,,227,7.9,20.4,1018.7,
2023-10-10,12.8,9.8,15.3,1.3,,219,14,37,1015.6,
2023-10-11,15.5,12.5,17.9,4.3,,235,27.3,52,1003.9,
2023-10-12,11.7,7,14.1,0.1,,263,26.3,63,1007.8,
2023-10-13,12.8,5,17.9,13,,193,24.1,57,1003,
2023-10-14,11.9,9.2,15.7,10.1,,254,32,74,997.2,
2023-10-15,9.6,8.1,12.6,0,,270,29.9,57.4,1006.2,
2023-10-16,8.3,4.3,11.3,0,,284,17,37,1016.3,
2023-10-17,8.3,3.3,12.1,0.1,,260,14.9,37,1018.9,
2023-10-18,9.9,7,13.1,0,,280,13.5,38.9,1014.8,
2023-10-19,7.1,5.5,8.1,0,,77,38.5,63,1008.1,
2023-10-20,5.9,4.8,7,2.2,,70,45.2,87,1002.2,
2023-10-21,8.4,5.8,9.4,6.3,,92,28.2,85,999.2,
2023-10-22,11.1,9.5,13.5,0.5,,152,19.3,41,1005.3,
2023-10-23,10.5,8.1,12.9,0,,238,15.8,35,1011.6,
2023-10-24,9.3,4.9,12,7.7,,99,21.6,57,1010.1,
2023-10-25,9.3,8.4,10,8.2,,85,31.3,55,1003.1,
2023-10-26,7.7,7,8.4,0.2,,60,22.4,48,1000.3,
2023-10-27,6.5,5.8,7.3,0,,56,18.6,33.3,999.1,
2023-10-28,6.7,5.5,8,0,,88,22.5,37,1002.4,
2023-10-29,9.9,7.9,12.1,15.2,,143,25.2,51.8,997.2,
2023-10-30,11.2,9.6,13.2,1.8,,205,20.4,37,997.8,
2023-10-31,8.3,5.3,10.3,23.2,,342,16.6,48,995.4,
2023-11-01,5.9,2.2,9.8,1.4,,191,18.8,50,1003.5,
2023-11-02,10.5,9.9,11.5,3.9,,137,27.8,50,991.2,
2023-11-03,10.3,9.8,11,7.3,,161,17.6,37,984.9,
2023-11-04,8.7,6.9,9.9,0.1,,189,19.1,42.6,984.9,
2023-11-05,9.2,8.5,9.7,3.4,,131,17.1,44.5,979.3,
2023-11-06,9.8,8.8,11.3,0.9,,228,17.2,37,991.9,
2023-11-07,9.4,8.3,10.3,3,,222,22.2,40.8,1002.9,
2023-11-08,9.2,8.2,10.6,1.2,,219,21,37,1005,
2023-11-09,9.1,7.3,9.7,3,,194,23.2,40.8,999.9,
2023-11-10,8.2,6.6,9.1,1.5,,200,18.4,40.8,996.6,
2023-11-11,8.5,7.5,9,0,,158,11.1,24.1,1000.9,
2023-11-12,7.3,6.3,8.1,7.2,,125,7.5,20.4,1005.6,
2023-11-13,6.8,5.1,8,2.6,,119,16.8,44.5,1004.3,
2023-11-14,6.3,5.5,7.8,13.1,,78,29.8,54,993.7,
2023-11-15,5.1,4.1,5.7,2.9,,60,16.3,39,1009.1,
2023-11-16,5.3,4.3,6.1,56.8,,66,35.1,61,1006.5,
2023-11-17,4.4,2.7,5.3,0.3,,40,24.5,46.3,1016.1,
2023-11-18,2.6,0,5.4,0,,82,12.3,35.2,1023.4,
2023-11-19,5.1,4.3,5.9,5.3,,121,30.5,55.5,1006.6,
2023-11-20,5.3,4.4,6.1,0,,79,18.8,35.2,1008,
2023-11-21,3.8,1.6,5,0,,55,20.1,39,1021.1,
2023-11-22,2.2,-2,5.3,0.9,,209,25,68,1024,
2023-11-23,8.6,5.6,11.4,5.5,,265,36.7,72,998.6,
2023-11-24,3.8,2.2,5.7,0.8,,310,26.2,65,994,
2023-11-25,0.4,-2.5,2.6,0,,355,20.4,42.6,1004.4,
2023-11-26,-1.4,-5.6,2,0.1,,299,9.5,31.5,1010.7,
2023-11-27,-2.6,-4.3,-0.4,0,,60,16.6,38.9,1009.2,
2023-11-28,-4.6,-5.9,-3.4,0,,343,20.3,41,1005,
2023-11-29,-2.8,-6.7,0.4,1.4,,28,13.6,33,1000.5,
2023-11-30,-0.7,-2.9,0.8,2,,50,22.3,46,1003,
2023-12-01,-1.1,-1.5,-0.8,0,,21,16.8,30,1007,
2023-12-02,-1.8,-2.6,-1.3,0,,343,13.3,30,1011.4,
2023-12-03,-1.2,-3.5,-0.3,0.5,,317,8.7,25.9,1018.5,
2023-12-04,0.7,-0.5,2.1,0,,159,15.7,37,1017.4,
2023-12-05,2.1,1.5,3,0,,105,27.1,48.2,1014.1,
2023-12-06,1.5,0.8,2.2,1.2,,94,25.5,52,1015.8,
2023-12-07,1.7,1,2.3,0.7,,72,9.8,29.6,1019,
2023-12-08,2.7,2,3.2,0.1,,118,19.7,41,1015.6,
2023-12-09,3.1,1.8,4.2,0.9,,137,23.1,44.5,1008.8,
2023-12-10,3.9,3.5,4.7,4.7,,106,23.8,44.5,1001.2,
2023-12-11,3.7,2.3,4.3,5.2,,68,15.1,30,997.5,
2023-12-12,1.8,1.1,2.6,0,,56,15.7,31.5,1008,
2023-12-13,0.5,0,1.1,0,,58,23.9,44,1008.1,
2023-12-14,0.7,-1.1,1.7,0,,100,10.5,33.3,1018,
2023-12-15,4.4,1.9,6.5,0.6,,250,16.6,33,1026,
2023-12-16,6.9,4.8,9.9,0.3,,244,24.4,48.2,1027.4,
2023-12-17,8.6,7.7,9.8,0.4,,251,31.4,57,1023.4,
2023-12-18,8.1,7.4,9,3.8,,243,27.6,51.8,1019.1,
2023-12-19,6.9,3.3,9.2,5.5,,253,18.5,52,1009.5,
2023-12-20,4.1,2.6,5.1,1.4,,248,24.1,48.2,999.2,
2023-12-21,5.1,3,7.8,13.9,,242,32.5,77.8,978.4,
2023-12-22,3,1.4,4.1,2,,296,37.2,89,980.2,
2023-12-23,1.5,-1.1,3.5,2.1,,288,21.3,54,994,
2023-12-24,3.8,-1,8.3,9.2,,219,19.6,57.4,991.7,
2023-12-25,6.3,4.2,7.8,1,,259,37.5,83,992.2,
2023-12-26,4.8,3.7,7.3,3.5,,249,26.1,63,999.1,
2023-12-27,3.1,0.4,4.7,0.3,,251,18.8,48.2,1015.3,
2023-12-28,6.8,3.9,8.7,12,,207,29.7,67,1002.2,
2023-12-29,7.1,6,8.1,2.9,,228,31.7,67,996.6,
2023-12-30,5.2,4,6,6.2,,237,20,46.3,1003.6,
2023-12-31,4.8,2.2,5.6,6.9,,132,25.2,55,1006.2,
